00001 	0.2	0.5882352941176471
00002 	0.03	0.42857142857142855
00003	0.14	0.32558139534883723
00004	0.06	0.6666666666666666
00005	0.35	0.26717557251908397
00006 	0.12	0.5
00007	0.09	0.32142857142857145
00008	0.03	0.13636363636363635
00009	0.07	0.7
00010	0.15	0.6
00011 	0.17	0.7727272727272727
00012 	0.03	0.42857142857142855
00013 	0.1	0.4166666666666667
00014 	0.16	0.2909090909090909
00015 	0.32	0.3076923076923077
00016 	0.26	0.14444444444444443
00017 	0.17	0.3090909090909091
00018 	0.16	0.7619047619047619
00019 	0.09	0.4090909090909091
00020 	0.3	0.6521739130434783
00021 	0.12	0.48
00022 	0.2	0.2857142857142857
00023 	0.07	0.2
00024 	0.05	0.16129032258064516
00025 	0.22	0.43137254901960786
00026 	0.14	0.42424242424242425
00027 	0.03	0.2727272727272727
00028 	0.17	0.3333333333333333
00029 	0.18	0.4090909090909091
00030 	0.1	0.5882352941176471
00031 	0.27	0.46551724137931033
00032 	0.09	0.3
00033 	0.37	0.6491228070175439
00034 	0.24	0.6153846153846154
00035   	0.08	0.5714285714285714
00036 	0.06	0.6666666666666666
00037 	0.54	0.5510204081632653
00038 	0.19	0.3584905660377358
00039 	0.53	0.3271604938271605
00040 	0.25	0.17123287671232876
00041 	0.07	0.4666666666666667
00042 	0.15	0.3191489361702128
00043 	0.47	0.47959183673469385
00044 	0.49	0.35
00045 	0.08	0.4
00046 	0.07	0.3888888888888889
00047 	0.11	0.18333333333333332
00048 	0.2	0.6666666666666666
00049 	0.17	0.4722222222222222
00050 	0.12	0.48
00051 	0.52	0.2157676348547718
00052 	0.01	0.5
00053 	0.14	0.6086956521739131
00054 	0.28	0.45161290322580644
00055 	0.05	0.20833333333333334
00056 	0.09	0.28125
00057 	0.36	0.7058823529411765
00058 	0.37	0.3894736842105263
00059 	0.25	0.1724137931034483
00060 	0.06	0.17647058823529413
00061 	0.26	0.37142857142857144
00062 	0.39	0.2708333333333333
00063 	0.1	0.2564102564102564
00064 	0.18	0.36
00065 	0.38	0.40425531914893614
00066 	0.18	0.2857142857142857
00067 	0.08	0.5714285714285714
00068 	0.1	0.2222222222222222
00069 	0.07	0.4666666666666667
00070 	0.11	0.6470588235294118
00071 	0.03	0.5
00072 	0.08	0.6153846153846154
00073 	0.1	0.5555555555555556
00074 	0.03	0.42857142857142855
00075 	0.12	0.5714285714285714
00076 	0.06	0.35294117647058826
00077 	0.19	0.23170731707317074
00078 	0.26	0.33766233766233766
00079 	0.17	0.3953488372093023
00080 	0.19	0.5588235294117647
00081 	0.11	0.39285714285714285
00082 	0.21	0.3387096774193548
00083 	0.12	0.375
00084 	0.12	0.75
00085 	0.07	0.22580645161290322
00086 	0.24	0.5106382978723404
00087 	0.08	0.21052631578947367
00088 	0.06	0.42857142857142855
00089 	0.14	0.8235294117647058
00090 	0.23	0.8214285714285714
00091 	0.31	0.10197368421052631
00092 	0.36	0.3333333333333333
00093 	0.02	0.1111111111111111
00094 	0.25	0.5813953488372093
00095 	0.03	0.3333333333333333
00096 	0.06	0.5
00097 	0.08	0.7272727272727273
00098 	0.06	0.4
00099 	0.03	0.6
00100 	0.03	0.2727272727272727
